,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,NEW_TENURE_YEAR,NEW_Engaged,NEW_noProt,NEW_Young_Not_Engaged,NEW_TotalServices,NEW_FLAG_ANY_STREAMING,NEW_FLAG_AutoPayment,NEW_AVG_Charges,NEW_Increase,NEW_AVG_Service_Fee
11,7469-LKBCI,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,0,1-2 Year,1,1,0,1,0,1,19.223529411764705,1.0144342697501163,9.475
12,8091-TTVAX,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,0,4-5 Year,1,1,0,4,1,1,96.28983050847458,0.9595399153809127,20.07
13,0280-XJGEX,Male,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1,4-5 Year,0,1,1,5,1,1,100.726,0.9713211186113789,17.283333333333335
14,5129-JLPIS,Male,0,No,No,25,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,2-3 Year,0,1,1,6,1,0,103.3096153846154,0.9792380605176815,15.071428571428571
15,3655-SNQYZ,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,0,5-6 Year,1,0,0,7,1,1,112.78785714285713,0.9959192683695994,14.15625
16,8191-XWSZG,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,0,4-5 Year,1,1,0,1,0,0,19.300943396226415,0.9346703823838458,10.325
17,9959-WOFKT,Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,0,5-6 Year,1,1,0,5,1,1,102.53125,0.9609301780693533,17.783333333333335
18,4190-MFLUW,Female,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,1,0-1 Year,0,1,1,3,0,1,48.03181818181818,0.8701416337285902,13.8
19,4183-MYFRB,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,1-2 Year,0,1,1,4,1,0,84.67727272727274,0.9403361768714352,18.009999999999998
20,8779-QRDMV,Male,1,No,No,1,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,1,0-1 Year,0,1,0,2,1,0,19.825,0.5,13.216666666666667
21,1680-VDCWW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,0,0-1 Year,1,1,0,1,0,1,15.557692307692308,0.7857420357420357,9.9
22,1066-JKSGK,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,0-1 Year,0,1,1,1,0,0,10.075,0.5,10.075
23,3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,0,4-5 Year,1,1,0,3,0,1,59.40847457627118,0.9917942333267309,14.975
24,6322-HRPFA,Male,0,Yes,Yes,49,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,0,4-5 Year,0,1,1,4,0,1,59.406000000000006,0.9967449664429531,11.92
25,6865-JZNKO,Female,0,No,No,30,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,0,2-3 Year,0,1,1,3,0,1,49.37419354838709,0.8928425596453362,13.825
26,6467-CHFZW,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,1,3-4 Year,0,1,1,4,1,0,98.940625,0.9958794665324611,19.869999999999997
27,8665-UTDHZ,Male,0,Yes,Yes,1,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,1,0-1 Year,0,1,1,1,0,0,15.1,0.5,15.1
28,5248-YGIJN,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,0,5-6 Year,1,0,0,7,1,1,87.2527397260274,0.966789359845179,11.28125
29,8773-HHUOZ,Female,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,1,1-2 Year,0,1,1,3,1,0,60.727777777777774,0.9386055297956379,16.175
30,3841-NFECX,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,0,5-6 Year,1,0,0,5,0,1,93.98541666666667,0.9754583982010033,16.058333333333334
31,4929-XIHVW,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,0-1 Year,0,1,0,4,1,1,60.550000000000004,0.6340314136125655,19.1
32,6827-IEAUQ,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,0,2-3 Year,1,0,0,5,0,0,66.94464285714285,1.012012741604578,11.025
33,7310-EGVHZ,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,0,0-1 Year,0,1,1,1,0,1,10.1,0.5,10.1
34,3413-BMNZE,Male,1,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,0,0-1 Year,0,1,0,1,0,1,22.625,0.5,22.625
35,6234-RAAPL,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,0,5-6 Year,1,1,0,5,1,1,99.33835616438355,0.9943779395834189,16.650000000000002
36,6047-YHPVI,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,1,0-1 Year,0,1,1,1,0,0,52.81666666666666,0.7577714012434241,34.85
37,6572-ADKRS,Female,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,3-4 Year,0,1,1,2,0,1,75.49574468085106,1.0093013994766185,24.933333333333334
38,5380-WJKOV,Male,0,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,1,2-3 Year,0,1,1,5,1,0,101.40714285714286,0.9535227349049634,17.724999999999998
39,8168-UQWWF,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1,0-1 Year,0,1,1,4,1,1,92.11666666666667,0.9414069153466191,19.57
40,8865-TNMNX,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,0,0-1 Year,1,1,0,2,0,0,43.24545454545454,0.872763966608568,16.516666666666666
41,9489-DEDVP,Female,0,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,0,5-6 Year,1,1,0,4,1,1,68.62464788732395,0.9916856631116177,13.84
42,9867-JCZSP,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,0,1-2 Year,1,1,0,1,0,0,23.23611111111111,1.1198125836680053,10.375
43,4671-VJLCL,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,0,5-6 Year,1,0,0,6,1,1,75.96015625,0.9512856136505949,11.407142857142857
44,4080-IIARD,Female,0,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,0,1-2 Year,0,1,1,5,1,0,70.10357142857143,0.9199943757030371,12.700000000000001
45,3714-NTNFO,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,4-5 Year,0,1,1,2,1,0,78.134,0.9246627218934911,28.166666666666668
46,5948-UJZLF,Male,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,0,0-1 Year,0,1,1,2,0,0,32.333333333333336,0.6565143824027073,16.416666666666668
47,7760-OYPDY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,1,0-1 Year,0,1,1,2,1,0,48.050000000000004,0.5957842529448233,26.883333333333336
48,7639-LIAYI,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,0,4-5 Year,1,1,0,5,1,1,79.5811320754717,0.9978825338617141,13.291666666666666
49,2954-PIBKO,Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,0,5-6 Year,1,1,0,4,0,1,60.77285714285715,0.9473555283376016,12.830000000000002
50,8012-SOUDQ,Female,1,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,0,3-4 Year,0,1,0,3,1,0,87.24431818181819,0.9666960463359356,22.5625
51,9420-LOJKX,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1,1-2 Year,0,1,1,5,1,1,89.15,0.8995963673057519,16.516666666666666
52,6575-SUVOI,Female,1,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,0,2-3 Year,0,1,0,4,1,1,67.40961538461539,0.9699225235196459,13.9
53,7495-OOKFY,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,1,0-1 Year,0,1,0,2,0,1,70.36666666666666,0.872494317007646,26.883333333333336
54,4667-QONEA,Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,0,4-5 Year,1,0,0,6,1,1,73.05491803278689,0.9760176089884688,10.692857142857141
55,1658-BYGOY,Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,1,1-2 Year,0,1,0,3,1,0,92.23947368421052,0.9663643130875905,23.8625
56,8769-KKTPH,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,0,5-6 Year,1,1,0,4,1,1,98.6125,0.9895885599598594,19.93
57,5067-XJQFU,Male,1,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,0,5-6 Year,1,0,0,6,1,0,105.61716417910448,0.9738788767091238,15.492857142857144
58,3957-SQXML,Female,0,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,0,2-3 Year,1,1,0,1,0,1,25.55142857142857,1.0241053535642715,12.475
59,5954-BDFSG,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,0,5-6 Year,1,1,0,5,1,1,107.58493150684932,1.000790060528831,17.916666666666668
60,0434-CSFON,Female,0,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,3-4 Year,0,1,1,4,1,0,98.06458333333335,0.9757669983416253,20.1
61,1215-FIGMP,Male,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,0,4-5 Year,0,1,1,3,1,1,89.35573770491803,0.9939459144039825,22.475
62,0526-SXDJP,Male,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,0,5-6 Year,1,1,0,3,0,1,40.57534246575342,0.9637848566687274,10.525
63,0557-ASKVU,Female,0,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,0,1-2 Year,1,1,0,3,0,1,50.373684210526314,0.9259868421052632,13.6
64,5698-BQJOH,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,1,0-1 Year,0,1,1,3,1,0,85.725,0.9081038135593219,23.6
65,5122-CYFXA,Female,0,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,0,0-1 Year,0,1,1,5,1,0,61.025,0.8104249667994688,12.549999999999999
66,8627-ZYGSZ,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,0,3-4 Year,1,1,0,2,0,0,76.04895833333333,0.9638651246303337,26.3
67,3410-YOQBQ,Female,0,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,0,2-3 Year,1,0,0,6,1,0,78.0375,0.9853219696969696,11.314285714285715
68,3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,0,4-5 Year,1,1,0,1,0,1,18.25294117647059,0.90585316012261,10.075
69,7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,0,0-1 Year,0,1,1,3,0,0,80.66818181818182,1.010246484886435,19.9625
70,2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,0,0-1 Year,0,1,1,2,0,0,24.525,0.5,16.349999999999998
71,0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,0,4-5 Year,1,1,0,1,0,0,20.578301886792456,1.0087402885682577,10.2
72,1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,0,5-6 Year,1,1,0,6,1,1,109.21538461538462,0.9786324786324787,15.942857142857141
73,8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,0,5-6 Year,1,1,0,1,0,1,22.61269841269841,0.9324824087710685,12.125
74,5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,0,0-1 Year,0,1,1,4,1,1,44.35,0.6875968992248063,12.9
75,2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,0,4-5 Year,1,1,0,6,1,0,107.71052631578948,0.9747558942605383,15.785714285714286
76,6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,0,3-4 Year,1,1,0,2,1,1,57.2095744680851,1.028024698438187,18.55
77,5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,0,0-1 Year,0,1,1,3,0,0,53.583333333333336,0.9804818542238488,13.6625
78,0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,0,2-3 Year,0,1,0,5,1,0,68.10645161290323,0.9111230985003776,12.458333333333334
79,3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,0,3-4 Year,1,1,0,1,0,1,26.44782608695652,1.0211515863689777,12.95
80,5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,1,0-1 Year,0,1,1,2,1,0,39.675,0.5,26.45
81,8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,0,0-1 Year,0,1,1,3,1,0,47.112500000000004,0.9319980217606332,12.6375
82,9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,1,0-1 Year,0,1,1,2,0,1,62.1125,0.8265136393878908,25.05
83,9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,0,3-4 Year,0,0,1,6,1,1,100.63953488372093,0.9695523591880629,14.828571428571427
84,0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,0,4-5 Year,1,1,0,1,0,1,19.467,0.9661042183622829,10.075
85,4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,0-1 Year,0,1,1,4,1,1,91.875,0.925226586102719,19.86
86,4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,0,2-3 Year,1,1,0,3,1,1,61.540277777777774,0.9901895056762313,15.5375
87,1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,0,3-4 Year,1,1,0,1,0,1,21.571428571428573,1.0446212383258389,10.325
88,2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,0,3-4 Year,1,1,0,1,0,0,19.72553191489362,0.9887484669119608,9.975
89,3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,0,2-3 Year,0,1,1,1,1,0,33.641666666666666,0.9967901234567901,16.875
90,4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,0,2-3 Year,0,1,1,3,0,1,82.90967741935484,1.0104774822590474,20.5125
91,2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,0,0-1 Year,0,1,0,2,0,0,37.35,0.5,24.900000000000002
92,7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,0,5-6 Year,1,1,0,6,1,0,85.28731343283582,1.0153251599147122,12.0
93,6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,0,5-6 Year,0,1,1,6,1,1,107.68181818181819,0.9696696819614425,15.864285714285714
94,9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,0,5-6 Year,1,1,0,5,1,1,102.17876712328767,1.0126736087540897,16.816666666666666
95,8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,1,0-1 Year,0,1,1,2,0,0,71.33461538461539,0.903541676815901,26.316666666666666
96,9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,0,5-6 Year,1,1,0,4,0,1,65.95416666666667,0.9865993517825979,13.37
97,0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,1,0-1 Year,0,1,1,1,0,0,18.974999999999998,0.9014251781472683,10.525
98,3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,0,4-5 Year,1,1,0,1,0,1,20.89056603773585,0.9947888589398024,10.5
99,4598-XLKNJ,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,1,2-3 Year,0,1,0,5,1,0,96.71153846153847,0.9818430300663804,16.416666666666668
100,6380-ARCEH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,0-1 Year,0,1,1,1,0,0,10.1,0.5,10.1
101,3679-XASPY,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0,0-1 Year,0,1,1,1,0,0,9.725,0.5,9.725
102,7123-WQUHX,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,0,3-4 Year,1,1,0,4,1,1,92.45128205128205,0.9731713900134953,19.0
103,5386-THSLQ,Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,0,5-6 Year,1,1,0,3,1,1,45.18283582089552,0.9919393154971574,11.3875
104,3192-NQECA,Male,0,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,1,5-6 Year,1,0,0,6,1,1,110.31666666666668,1.002878787878788,15.714285714285714
105,6180-YBIQI,Male,0,No,No,5,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,0,0-1 Year,0,1,1,0,0,0,16.7,0.6872427983539094,24.3
106,6728-DKUCO,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,0,5-6 Year,1,1,0,5,1,0,100.04178082191781,0.9605547846559559,17.358333333333334
107,9750-BOOHV,Female,0,No,No,32,No,No phone service,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,0,2-3 Year,1,1,0,1,0,0,28.11060606060606,0.9323584099703502,15.075
108,8597-CWYHH,Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,3-4 Year,1,1,0,3,1,0,89.12045454545455,0.9445729151611506,23.5875
109,2848-YXSMW,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,5-6 Year,1,1,0,1,0,1,18.674657534246574,0.9626112131054936,9.7
